CODIGO,DESCRIPCION,CALIDAD,COLOR,PRECIO_1,PRECIO_2
A0044+F,E40,ORIG C/M(BOUTIQUE),NEGRO,$270.00,$248.00
F0055,E5 PLAY GO,ORIG S/M,NEGRO,$150.00,$135.00
F0855-O,E5PLUS,ORIG S/M,ORO,$168.00,$152.00
F0855-N,E5PLUS,ORIG S/M,NEGRO,$167.00,$151.00
F0037,E6PLAY,ORIG S/M,NEGRO,$140.00,$127.00
F0702+F,E6PLUS,ORIG C/M(BOUTIQUE),NEGRO,$220.00,$198.00
F0702,E6PLUS,ORIG S/M,NEGRO,$152.00,$138.00
MO029 WF,E6PLUS,HG ORIG C/M (BOUTIQUE),NEGRO,$220.00,$198.00
F0125+F,E6S,ORIG C/M(BOUTIQUE),NEGRO,$217.00,$197.00
F0125,E6S/E6i,ORIG S/M,NEGRO,$144.00,$140.00
MO045,E6S/E6I,HG ORIG S/M(BOUTIQUE),NEGRO,$173.00,$157.00
MO053 WF,E7,ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
F0296+F,E7,ORIG C/M(BOUTIQUE),NEGRO,$197.00,$179.00
F0296,E7/E7POWER/E7I/ E7IPOWER,ORIG S/M,NEGRO,$143.00,$130.00
MO053,E7/E7POWER/E7i/ E7iPOWER,HG ORIG S/M(BOUTIQUE),NEGRO,$156.00,$141.00
MO047,E7PLUS/G9/G9 PLAY,HG ORIG S/M(BOUTIQUE),NEGRO,$155.00,$140.00
F0456,E7PLUS/G9/G9PLAY,ORIG S/M,NEGRO,$140.00,$127.00
F0824+F,E7POWER,ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
MO065 WF,E7POWER,HG ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
F0776,EDGE,ORIG S/M,NEGRO,"$1,395.00","$1,265.00"
F0400+F/g,EDGE 40 NEO,AMOLED C/M(BOUTIQUE),VERDE,$777.00,$706.00
F0400+F/L,EDGE 40 NEO,AMOLED C/M(BOUTIQUE),AZUL,$777.00,$706.00
F0400+F,EDGE 40 NEO,AMOLED C/M(BOUTIQUE),NEGRO,$777.00,$706.00
F0105,EDGE 40/EDGE 40 NEO/EDGE 2023,ORIG S/M,NEGRO,$603.00,$548.00
MO104 WF-A,EDGE 50 FUSION,"HG ORIG HG SOFT OLED
C/M(BOUTIQUE)",AZUL,$778.00,$707.00
MO104 WF-V,EDGE 50 FUSION,"HG ORIG HG SOFT OLED
C/M(BOUTIQUE)",VERDE-AZU,L $ 778.00,$707.00
F5500,EDGE 50 NEO/S50,OLED ORIG S/M(BOUTIQUE),NEGRO,$839.00,$762.00
F5500+F,EDGE 50 NEO/S50,OLED ORIG C/M(BOUTIQUE),NEGRO,$967.00,$879.00
F5050,EDGE 50 ULTRA/X50 ULTRA,ORIG S/M,NEGRO,"$1,315.00","$1,196.00"
F2002,EDGE20 LITE,AMOLED S/M,NEGRO,$604.00,$549.00
F2002+F,EDGE20 LITE,AMOLED C/M(BOUTIQUE),NEGRO,$677.00,$615.00
MO112,EDGE20 LITE,HG-INCELL S/M(BOUTIQUE),NEGRO,$197.00,$179.00
F0814,EDGE20/EDGE20 PRO/EDGE30 PRO,OLED S/M(BOUTIQUE),NEGRO,$718.00,$652.00
F1133,EDGE30 NEO,OLED S/M,NEGRO,"$1,081.00",$982.00
MO103 WF-A,EDGE40 NEO,HG AMOLED C/M(BOUTIQUE),AZUL,$778.00,$707.00
MO103 WF-N,EDGE40 NEO,HG AMOLED C/M(BOUTIQUE),NEGRO,$778.00,$707.00
MO103 WF-V,EDGE40 NEO,HG AMOLED C/M(BOUTIQUE),VERDE,$778.00,$707.00
MO103,EDGE40/EDGE40 NEO,"HG ORIG HG SOFT OLED
S/M(BOUTIQUE)",NEGRO,$621.00,$564.00
F0005+F/S,EDGE50 FUSION,ORIG C/M(BOUTIQUE),PLATAEDO,$778.00,$707.00
F0005+F,EDGE50 FUSION,ORIG C/M(BOUTIQUE),NEGRO,$766.00,$696.00
MO104 WF-P,EDGE50 FUSION,"HG ORIG HG SOFT OLED
S/M(BOUTIQUE)",PLATEADO,$778.00,$707.00
F0500,EDGE50 PRO,AMOLED S/M,NEGRO,$701.00,$637.00
F0ED60+F,EDGE60,CARTAN ORIG C/M,NEGRO,$955.00,$867.00
F0ED60FU+F,EDGE60 FUSION/EDGE60S,ORIG C/M (BOUTIQUE),NEGRO,$912.00,$828.00
F0ED60FU,EDGE60/EDGE60 FUSION/EDGE60S,ORIG S/M(BOUTIQUE),NEGRO,$657.00,$597.00
F0388,G PLAY 2021 4G,ORIG S/M,NEGRO,$179.00,$162.00
F2224+F,G POWER 2022 4G,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
F2224,G POWER 2022 4G,ORIG S/M,NEGRO,$176.00,$158.00
F0040+F,G PURE 4G,ORIG C/M(BOUTIQUE),NEGRO,$258.00,$234.00
F0040,G PURE 4G,ORIG S/M,NEGRO,$229.00,$208.00
F2215+F,G STYLUS 2021 5G,ORIG C/M(BOUTIQUE),NEGRO,$361.00,$328.00
F2215,G STYLUS 2021 5G/XT2131,ORIG S/M,NEGRO,$285.00,$259.00
F2225+F,G STYLUS 2022 4G/5G,"ORIG C/M(BOUTIQUE)
C/DACTILAR",NEGRO,$361.00,$328.00
F2225,G STYLUS 2022 4G/5G,ORIG S/M,NEGRO,$261.00,$237.00
F5023,G STYLUS 5G 2023,ORIG S/M,NEGRO,$234.00,$212.00
FGS5G24,G STYLUS 5G 2024,ORIG S/M(BOUTIQUE),NEGRO,$693.00,$630.00
MO096 WF,G04,HG FHD C/M(BOUTIQUE),NEGRO,$209.00,$190.00
F0444+F,G04/G04S/E14,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
MO096,G04/G04S/G24/G24 Power/E14,HG ORIG S/M(BOUTIQUE),NEGRO,$156.00,$141.00
F0G05,G05/E15,ORIG S/M,NEGRO,$173.00,$157.00
F0G15,G05/E15/G15/G15 POWER,ORIG S/M,NEGRO,$157.00,$142.00
MO101,G05/E15,HG ORIG S/M(BOUTIQUE),NEGRO,$203.00,$185.00
MO102,G05/E15/G15/G15 Power,HG ORIG S/M(BOUTIQUE),NEGRO,$173.00,$157.00
F0G06,G06,ORIG S/M,NEGRO,$185.00,$168.00
F0929,G10 PLAY/G POWER 2021,ORIG S/M,NEGRO,$178.00,$161.00
F1010+F,G10/G20/G30,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
MO061 WF,G10/G20/G30,HG ORIG C/M(BOUTIQUE),NEGRO,$229.00,$208.00
MO061,G10/G20/G30,HG ORIG S/M(BOUTIQUE),NEGRO,$145.00,$131.00
F0725,G100/EDGE S,ORIG S/M,NEGRO,$346.00,$314.00
MO069,G100/EDGE S,HG ORIG S/M(BOUTIQUE),NEGRO,$346.00,$314.00
F4027+F,G13/G23,ORIG C/M(BOUTIQUE),NEGRO,$219.00,$199.00
F4027,G13/G23,ORIG S/M,NEGRO,$167.00,$151.00
GF013 WF,G13/G23,HG ORIG C/M(BOUTIQUE),NEGRO,$237.00,$215.00
MO093,G13/G23/G34/G53/G45,HG ORIG S/M(BOUTIQUE),NEGRO,$163.00,$148.00
F1144+F,G14,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
MO094 WF,G14,HG ORIG C/M (BOUTIQUE),NEGRO,$285.00,$259.00
F1144,G14/G54/G55/G64,ORIG S/M,NEGRO,$164.00,$149.00
MO094,G14/G54/G64,HG ORIG S/M(BOUTIQUE),NEGRO,$213.00,$193.00
F1010,G20/G10/G30,ORIG S/M (UNIVERSAL),NEGRO,$140.00,$127.00
F0200,G200 5G/EDGE 2021,ORIG S/M,NEGRO,$361.00,$328.00
F0819+F,G22,ORIG C/M(BOUTIQUE),NEGRO,$213.00,$193.00
MO078 WF,G22,HG ORIG C/M(BOUTIQUE),NEGRO,$229.00,$208.00
F0819,G22/E22S/E32/E32S,ORIG S/M,NEGRO,$151.00,$137.00
MO078,G22/E32/E32S/E22S,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
F0024+F,G24/G24 POWER,ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
MO097 WF,G24/G24 POWER,HG ORIG C/M(BOUTIQUE),NEGRO,$221.00,$201.00
F0733+F,G31,INCELL C/M(BOUTIQUE),NEGRO,$246.00,$223.00
F0310+F,G31,OLED C/M(BOUTIQUE),NEGRO,$548.00,$498.00
F0733,G31/G41/G71,INCELL S/M,NEGRO,$153.00,$139.00
F0310,G31/G41/G71,OLED S/M,NEGRO,$483.00,$439.00
F0532,G32/G73,ORIG S/M,NEGRO,$162.00,$147.00
MO089,G32/G73,HG ORIG S/M(BOUTIQUE),NEGRO,$167.00,$151.00
F0034,G34,ORIG S/M,NEGRO,$190.00,$172.00
MO111,G35,HG ORIG S/M(BOUTIQUE),NEGRO,$185.00,$168.00
F1411+F,G41,INCELL C/M(BOUTIQUE),NEGRO,$234.00,$212.00
F0470+F,G41,OLED C/M(BOUTIGUE),NEGRO,$618.00,$558.00
F0042+F,G42,INCELL C/M(BOUTIQUE),NEGRO,$261.00,$237.00
F3874+F,G42,OLED C/M(BOUTIQUE),NEGRO,$625.00,$565.00
F3874,G42,OLED S/M,NEGRO,$479.00,$435.00
F0042,G42,INCELL S/M,NEGRO,$173.00,$157.00
F5040+F,G50 4G,ORIG C/M（BOUTIQUE),NEGRO,$260.00,$235.00
F5040,G50 4G,ORIG S/M,NEGRO,$173.00,$157.00
F3785+F,G50 5G,ORIG C/M（BOUTIQUE),NEGRO,$197.00,$179.00
F3785,G50 5G,ORIG S/M,NEGRO,$145.00,$131.00
MO079 WF,G50 5G,HG ORIG C/M(BOUTIQUE),NEGRO,$229.00,$208.00
MO079,G50 5G,HG ORIG S/M(BOUTIQUE),NEGRO,$162.00,$147.00
F0279+F,G52,AMOLED C/M (BOUTIQUE),NEGRO,$693.00,$630.00
F0522+F,G52/G71S/G82,INCELL C/M(BOUTIGUE),NEGRO,$225.00,$204.00
F0279,G52/G71S/G82/EDGE30,AMOLED (BOUTIQUE) S/M,NEGRO,$590.00,$536.00
MO085,G52/G72/G82/EDGE30,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$708.00,$642.00
F0808,G53,ORIG S/M,NEGRO,$152.00,$138.00
F0808+F,G53,ORIG C/M(BOUTIQUE),NEGRO,$217.00,$197.00
MO093 WF,G53,HG ORIG C/M(BOUTIQUE),NEGRO,$217.00,$206.00
MO098 WF,G54,HG ORIG C/M(BOUTIQUE),NEGRO,$299.00,$271.00
F5544+F,G54/G55/G64,ORIG C/M(BOUTIQUE),NEGRO,$282.00,$256.00
F0G56,G56,ORIG S/M,NEGRO,$203.00,$184.00
F0009+F,G5G,ORIG C/M(BOUTIQUE),NEGRO,$240.00,$218.00
F5222+F,G5G 2022 4G,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
F5222,G5G 2022 4G,ORIG S/M,NEGRO,$173.00,$157.00
F5223+F,G5G 2023,ORIG C/M(BOUTIQUE),NEGRO,$267.00,$242.00
F5223,G5G 2023,ORIG S/M,NEGRO,$169.00,$153.00
FG5G24,G5G 2024,ORIG S/M,NEGRO,$179.00,$162.00
FG5G25,G5G 2025,ORIG S/M,NEGRO,$227.00,$206.00
F0009,G5G/ONE 5G ACE,ORIG S/M,NEGRO,$173.00,$157.00
F044,G6,ORIG S/M,NEGRO,$200.00,$189.00
MO011,G6,HG ORIG S/M(BOUTIQUE),NEGRO,$215.00,$196.00
F1022+F,G60,ORIG C/M(BOUTIQUE),NEGRO,$278.00,$252.00
MO064 WF,G60,HG FHD C/M(BOUTIQUE),NEGRO,$289.00,$262.00
F1022,G60/G60S/G51 5G/G40FUSION,ORIG S/M (UNIVERSAL),NEGRO,$169.00,$153.00
MO064,G60/G60S/G51 5G/G40FUSION,HG ORIG S/M(BOUTIQUE),NEGRO,$197.00,$179.00
F0002+F,G60S,ORIG C/M(BOUTIQUE),NEGRO,$312.00,$282.00
MO076 WF,G60S,HG FHD C/M(BOUTIQUE),NEGRO,$289.00,$262.00
F6062,G62,ORIG S/M,NEGRO,$221.00,$201.00
MO012,G6PLAY/E5,ORIG S/M (BOUTIQUE),ORO,$164.00,$149.00
F0059-N,G6PLAY/E5,ORIG S/M,NEGRO,$157.00,$142.00
F0059-O,G6PLAY/E5,ORIG S/M,ORO,$167.00,$152.00
MO012-O,G6PLAY/E5,ORIG S/M(BOUTIQUE),ORO,$173.00,$156.00
F0025,G6PLUS,ORIG S/M,NEGRO,$164.00,$149.00
MO014,G7/G7 PLUS,HG ORIG S/M(BOUTIQUE),NEGRO,$204.00,$185.00
F0014,G7/G7PLUS,ORIG S/M,NEGRO,$161.00,$146.00
F0177+F,G71,INCELL BOUTIQUE C/M,NEGRO,$259.00,$235.00
F2397+F,G71,OLED C/M（BOUTIQUE）,NEGRO,$600.00,$548.00
F6767+F,G72,AMOLED C/M,NEGRO,$790.00,$718.00
F7373+F,G73 5G,ORIG C/M(BOUTIQUE),NEGRO,$240.00,$218.00
MO100,G75 5G,HG ORIG S/M(BOUTIQUE),NEGRO,$209.00,$190.00
F0506+F,G7PLAY,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
F0506,G7PLAY,ORIG S/M,NEGRO,$139.00,$126.00
F0066,G7POWER,ORIG S/M,NEGRO,$156.00,$141.00
F0013,G8,ORIG S/M,NEGRO,$149.00,$135.00
F4455+F/H,G8 PLAY/ONE MACRO,ORI C/M (BOUTIQUE),ROJO,$278.00,$252.00
F4455+F,G8 PLAY/ONE MACRO,ORI C/M (BOUTIQUE),NEGRO,$260.00,$240.00
MO020,G8 POWER,HG ORIG S/M(BOUTIQUE),NEGRO,$229.00,$208.00
F8844,G84,AMOLED ORIG S/M,NEGRO,$588.00,$534.00
MO099,G84,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$597.00,$542.00
F5555+F,G85,ORIG C/M(BOUTIQUE),NEGRO,$845.00,$768.00
F5555,G85/S50 NEO/EDGE 50 FUSION,AMOLED S/M,NEGRO,$612.00,$556.00
MO104,G85/S50 NEO/EDGE50 FUSION,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$591.00,$537.00
F0G86,G86,ORIG S/M,NEGRO,$814.00,$740.00
F4455,G8PLAY/ONE MACRO,ORIG S/M,NEGRO,$142.00,$129.00
F0230+F,G8PLUS,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
F0230,G8PLUS,ORIG S/M,NEGRO,$161.00,$146.00
MO019 WF,G8PLUS,HG ORIG C/M(BOUTIQUE),NEGRO,$273.00,$248.00
MO019,G8PLUS,HG HG ORIG S/M(BOUTIQUE),NEGRO,$157.00,$142.00
F0840+F,G8POWER,ORIG C/M（BOUTIQUE）,AZUL,$390.00,$358.00
F0840,G8POWER,ORIG S/M,NEGRO,$189.00,$171.00
F0233+F,G8POWER LITE,ORIG C/M(BOUTIQUE),NEGRO,$237.00,$215.00
F0233,G8POWER LITE,ORIG S/M,NEGRO,$140.00,$127.00
MO058 WF,G8POWER LITE,HG ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
F0456+F,G9PLAY/E7PLUS,ORIG C/M(BOUTIQUE),NEGRO,$185.00,$168.00
MO047 WF,G9PLAY/E7PLUS,HG ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
F0949+F,G9PLUS,ORIG C/M(BOUTIQUE),NEGRO,$237.00,$215.00
F0949,G9PLUS,ORIG S/M,NEGRO,$173.00,$157.00
MO051 WF,G9PLUS,HG ORIG C/M(BOUTIQUE),NEGRO,$227.00,$215.00
F7777,G9POWER,ORIG S/M,NEGRO,$173.00,$157.00
F0410+F,ONE,ORIG C/M(BOUTIQUE),NEGRO,$216.00,$196.00
F0410,ONE,ORIG S/M,NEGRO,$157.00,$142.00
MO044,ONE FUSION,HG ORIG S/M(BOUTIQUE),NEGRO,$157.00,$142.00
F0862,ONE FUSION,ORIG S/M,NEGRO,$157.00,$142.00
MO057,ONE FUSION PLUS,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
F0001-N,ONE FUSION PLUS,ORIG S/M,NEGRO,$167.00,$151.00
F0001-B,ONE FUSION PLUS,ORIG S/M,BLANCO,$189.00,$171.00
MO048,ONE HYPER,HG ORIG S/M(BOUTIQUE),NEGRO,$185.00,$168.00
F0909,ONE HYPER/XT2027,ORIG S/M,NEGRO,$164.00,$149.00
MO038,ONE VISION/ONE ATION,HG ORIG S/M(BOUTIQUE),NEGRO,$653.00,$593.00
F0720,ONE VISION/ONE ATION,ORIG S/M,NEGRO,$653.00,$593.00
F0666,ONE ZOOM/XT2010,OLED S/M,NEGRO,$483.00,$439.00
F0404,X4,ORIG S/M,NEGRO,$240.00,$218.00
MO106,X40/EDGE40 PRO,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$755.00,$685.00
F0097,Z PLAY,OLED S/M,NEGRO,$340.00,$310.00
F0750-B,Z2 PLAY,OLED S/M,BLANCO,$375.00,$340.00
F0750-N,Z2 PLAY,OLED S/M,NEGRO,$375.00,$340.00
F0333,Z3 PLAY,OLED S/M,NEGRO,$520.00,$475.00
NOKIA,,,,,
N0100,G10/G20,ORIG S/M,NEGRO,$182.00,$165.00
ONE PLUS,,,,,
E0100,1+N10,ORIG S/M,NEGRO,$261.00,$237.00
E0100+F,1+N10,ORIG C/M,NEGRO,$299.00,$271.00
TC100,1+N10,ORIG S/M,NEGRO,$292.00,$266.00
OPPO,,,,,
C0055,"A1 5G/A2 5G/REALME C55/C67/N55/K11X
5G/REALME11 5G/11X 5G/F23/A58 4G/A79
5G/V50/V50S A98 4G",ORIG S/M,NEGRO,$161.00,$146.00
C019,"12PRO PLUS
5G/RENO8T/RENO9/RENO9PRO/RENO9PRO+/R
ENO10PRO/A1PRO/REALME12PRO",HG SOFT OLED S/M,NEGRO,$645.00,$586.00
P1212,"A12/A7/A7n/A5S/Ax5S/A11K/A12s/Realme3/R
ealme3i",ORIG S/M,NEGRO,$151.00,$137.00
P0015+F,A15/A15S/A16K,ORIG C/M(BOUTIQUE),NEGRO,$206.00,$196.00
P0015-P0016,"A15/A15S/A16K/A16E/A35/REALME C11
2020/REALME C12/REALME
C15CONFIGRACION BAJA)",ORIG S/M,NEGRO,$140.00,$127.00
P0016+F,A16,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
SA126,"A16/A16S/A54S/Realme C25/Narzo 50A/
Realme C25S",HG ORIG C/M(BOUTIQUE),NEGRO,$153.00,$139.00
C007,"A17/ A17K/ A18/A38(90HZ)/A56S
5G/A57/A57S/ A57 5G/A57E/A58 5G/A58X
5G/A59 5G/ A77/A77S/A78",HG ORIG S/M,NEGRO,$145.00,$131.00
P0157+F,A17/A17K,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
P0157,"A17/A17K//A38/A57/A57S/A57E/A58 5G/A58X
5G/ A77/A78 5G/K10 5G/N20SE",ORIG S/M,NEGRO,$145.00,$131.00
P0A5P,"A3 4G 2024/A3 5G/A3X/A3pro/A5 2025
/A5X/A5PRO/A40/A40M/A60/A80/V60/V60S/V
60pro/V70/V70s/N65/RLM",ORIG S/M,NEGRO,$149.00,$135.00
C013,"A3 4G/5G/A3 Pro 5G/ A3X 5G/A60/A80/
REALME 12X/C65 5G/N65 5G/K12X
5G/12X/V60/V60S/NARZ",HG ORIG S/M,NEGRO,$167.00,$151.00
P0053+F,A32/A33/A53 4G,ORIG C/M(BOUTIQUE),NEGRO,$215.00,$195.00
POA40+F,A40,ORIG C/M (BOUTIQUE ),NEGRO,$301.00,$273.00
C0003,"A5 2020/A8/A11/A11X/A9
2020/realme5/realme5i/realme5s/A31
2020/realmeC3/realme6i /Narzo10A/Nar",ORIG S/M,NEGRO,$140.00,$127.00
SA133,"A5 2020/A9 2020/
A8/A11/A11X/A11N/A31/Realme 6i/ 5
/5S/C3/C31/ 51/Narzo 10A/Narzo 20A",HG ORIG S/M,NEGRO,$152.00,$138.00
P0092,A52 4G/A72 4G/A92 4G,ORIG S/M (UNIVERSAL),NEGRO,$163.00,$148.00
P0092+F,A52/A72/A92 4G,ORIG C/M(BOUTIQUE),NEGRO,$255.00,$230.00
P0053,"A53 4G/1+N100/A32/A33/A53S/A11S/
REALME7I/REALME C17",ORIG S/M (UNIVERSAL),NEGRO,$141.00,$128.00
P0054+F,A54 4G,ORIG C/M(BOUTIQUE),NEGRO,$240.00,$218.00
P0584+F,A58 4G,ORIG C/M,NEGRO,$237.00,$215.00
CORC855G,"A6/A6X/A6T/A6TPRO/A6V/A6i PLUS/A6S
/15x/C85/narzo 90x/K14X/K14 5G",ORIG S/M,NEGRO,$186.00,$169.00
P0934,A93 4G,INCELL S/M,NEGRO,$197.00,$179.00
P0935+F,A93 5G,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
P0935,A93 5G,ORIG S/M,NEGRO,$209.00,$190.00
C006,"A93/A94/A54-5G/A74-5G/Realme Q3-
5G/1+N200/A53-5G/k7X/Realme V5
Realme Q2/Realme7-5G/Narzo",HG ORIG S/M(BOUTIQUE),NEGRO,$180.00,$163.00
C0011+F,C11 2021/C20/C21,ORIG C/M(BOUTIQUE),NEGRO,$204.00,$185.00
C0011,C11 2021/C20/C21,ORIG S/M,NEGRO,$143.00,$130.00
C0021+F,C21Y,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
C0021,C21Y/C25Y,ORIG S/M,NEGRO,$172.00,$156.00
C3300/C0303,c30/C30i/C33/C50i,ORIG S/M,NEGRO,$172.00,$156.00
C0303+F,c30/C33,ORIG C/M(BOUTIQUE),NEGRO,$204.00,$185.00
C3003+F,C30S,ORIG C/M,NEGRO,$217.00,$197.00
C3003,C30S,ORIG S/M,NEGRO,$170.00,$152.00
C0035+F,C35,ORIG C/M(BOUTIQUE),NEGRO,$185.00,$168.00
C0035,C35/narzo50A/prime C3/prime C5,ORIG S/M,NEGRO,$164.00,$149.00
C0053,C51/C51S/C53/Narzo N53/C36/C60/Note50,ORIG S/M,NEGRO,$143.00,$130.00
C003,"C53/Note C53\Narzo C53\Realme C51\
C60\Realme Note 50",HG ORIG S/M(BOUTIQUE),NEGRO,$149.00,$135.00
R004,"OPPO A15/A15S/A16E/A16K/A35/
Realme Q2i 5G/Realme 7i/C11/C12/C15
/C15 Qualcomm Edition/V35G",HG ORIG S/M(BOUTIQUE),NEGRO,$149.00,$135.00
CR14P5G,REALME 14PRO 5G,ORIG S/M,NEGRO,$918.00,$834.00
C008,REALME 8i 5G / 9I / NARZ0 50 / A96 4G / K10,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
C0008,REALME 8I/9i,ORIG S/M,NEGRO,$165.00,$150.00
C004,REALME- C35/realme narzo50A Prime,HG ORIG S/M(BOUTIQUE),NEGRO,$160.00,$145.00
C002,"REALME C55/C67 5G/F23 5G//Nord CE 3 Lite
5G/NORD N30 5G/K11x5G/11 5G/11X
5G/Narzo 60x 5G",HG ORIG S/M,NEGRO,$161.00,$146.00
C014,REALME- C63,HG ORIG S/M(BOUTIQUE),NEGRO,$152.00,$138.00
C0RC75,REALME C75,ORIG S/M,NEGRO,$164.00,$149.00
C005,"REALME- REALME 6/6S/7/Narzo 20 Pro/Narzo
30 Pro",HG ORIG S/M(BOUTIQUE),NEGRO,$189.00,$172.00
N006,"REALME- REALME C11 2021/C20/C21/Narzo
501",HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
C018,REALME11 PRO PLUS,HG INCELL S/M(BOUTIQUE),NEGRO,$278.00,$252.00
C018 SOFT OLED,REALME11 PRO PLUS,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$724.00,$658.00
CR125G,REALME-12PLUS 5G(FK02),ORIG S/M,NEGRO,$548.00,$498.00
C0077,"REALME6/REALME7/REALME6S/REALME6I
IZQUIERDO/NARZO20 PRO/NARZO30 4G",ORIG S/M,NEGRO,$172.00,$156.00
C0750,"REALME7 5G/A72 5G/A73
5G/A53/5G/K7X/REALME Q2/REALME
V5/NARZO30 PRO",ORIG S/M,NEGRO,$203.00,$184.00
C0088,REALME7 PRO 04,ORIG S/M,NEGRO,$313.00,$284.00
C0065,"REALME-
C65/A40/A60/A80/V60/V60S/N65/REALME12X
/A3/A3 4G 2024/A3 5G/A3X-4G/A3X-5G/A3pro",ORIG S/M,NEGRO,$145.00,$131.00
C0RC71,"REALME-C71/C65 4G(5G)/C65 4G NFC/C63-5G
/A40/A40M/A60 4G(5G)/A80/V60/V60S
/V60pro/V70/V70s/N65/RLM12X/",ORIG S/M,NEGRO,$191.00,$173.00
C0RN70,REALME-NOTE70,ORIG S/M,NEGRO,$179.00,$162.00
C009,RENO11 5G,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$766.00,$696.00
P0115,RENO11 5G,AMOLED ORIG S/M,NEGRO,$621.00,$564.00
P0R12P,RENO12/RENO12PRO,ORIG S/M,NEGRO,$693.00,$630.00
C015,RENO12F 5G,HG INCELL S/M(BOUTIQUE),NEGRO,$234.00,$212.00
PR12F5G,RENO12F 5G,OLED S/M,NEGRO,$548.00,$498.00
POR13,RENO13,HG SOFT OLED S/M,NEGRO,$645.00,$586.00
C020,RENO14F,HG INCELL S/M(BOUTIQUE),NEGRO,$264.00,$240.00
POR14F,RENO14F/F31 PRO/Realme 15T/F31,CARTAN OLED S/M,NEGRO,$733.00,$666.00
P0075,"RENO5 4G(5G)/ RENO5K/RENO6
4G(5G)/RENO7 5G/FIND X3 LITE/K9 5G/K9PRO
5G",OLED S/M,NEGRO,$810.00,$735.00
P0055+F,RENO5 LITE,INCELL C/M(BOUTIQUE),NEGRO,$271.00,$246.00
P0095+F,Reno5 LITE,OLED C/M(BOUTIQUE),NEGRO,$950.00,$860.00
P0055,"RENO5 LITE /RENO6 LITE/RENO7 LITE/ Reno4se
/Reno5Z /Reno5F /Reno6Z",INCELL,NEGRO,$162.00,$147.00
P0095,"RENO5 LITE/RENO 4SE/RENO 5Z/RENO
5F/RENO 6Z",OLED S/M,NEGRO,$795.00,$718.00
P0060+F,RENO6 LITE,INCELL C/M(BOUTIQUE),NEGRO,$269.00,$244.00
P0066+F,Reno6 LITE,OLED C/M(BOUTIQUE),NEGRO,$830.00,$755.00
P0066,"RENO6 LITE/RENO7 LITE 5G/RENO8
LITE/RENO7Z/ F19 4G/F19S 4G/F21PRO 5G/A74
4G/A95 4G/",OLED S/M,NEGRO,$802.00,$729.00
P0074+F,Reno7 4G,OLED C/M (BOUTIQUE),NEGRO,$875.00,$795.00
P0074,"RENO7 4G(5G)/RENO7SE 5G/RENO8
4G(5G)/RENO8T/A78 4G/F21S PRO4G/FIND X5
LITE 5G/",OLED S/M,NEGRO,$830.00,$754.00
P0076,"RENO7 4G(5G)/RENO7SE/RENO8
4G(5G)/RENO8T/1+NORD CE2",INCELL S/M,NEGRO,$189.00,$171.00
C010,RENO9/RENO10 5G/RENO8T 5G/A1 PRO,HG SOFT OLED S/M(BOUTIQUE),NEGRO,$724.00,$658.00
P0010,RENO9/RENO10 5G/RENO8T 5G/A1 PRO,ORIG S/M,NEGRO,$669.00,$608.00
C017,V23 4G/Narzo50 5G/OPPO A97,HG ORIG S/M (BOUTIQUE),NEGRO,$173.00,$157.00
SAMSUNG,,,,,
T0052,A01M,ORIG S/M,NEGRO,$140.00,$130.00
T4444+F,A02,ORIG C/M,NEGRO,$201.00,$182.00
T1212,A02/A12/A32 5G/M02/M127/F12,ORIG S/M (UNIVERSAL),NEGRO,$138.00,$125.00
SA068,A32 5G/M32 5G/Jump,HG ORIG S/M(BOUTIQUE),NEGRO,$142.00,$129.00
T2222+F,A02S,ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
